propietario,nombre_comun,nombre_cientifico,orden,familia,codigo
barra_grande1,Martineta,Rhynchotus rufescens,Struthioniformes,Tinamidae,LC
barra_grande1,Perdiz,Nothura maculosa,Struthioniformes,Tinamidae,LC
barra_grande1,Chajá,Chauna torquata,Anseriformes,Anhimidae,LC
barra_grande1,Pato Cara Blanca,Dendrocygna viduata,Anseriformes,Anatidae,LC
barra_grande1,Pato Brasilero,Amazonetta brasiliensis,Anseriformes,Anatidae,LC
barra_grande1,Pato Capuchino,Spatula versicolor,Anseriformes,Anatidae,LC
barra_grande1,Pato Barcino,Anas flavirostris,Anseriformes,Anatidae,LC
barra_grande1,Paloma de Monte,Patagioenas picazuro,Columbiformes,Columbidae,LC
barra_grande1,Paloma Ala Manchada,Patagioenas maculosa,Columbiformes,Columbidae,LC
barra_grande1,Torcacita Común,Columbina picui,Columbiformes,Columbidae,LC
barra_grande1,Paloma Montaraz Común,Leptotila verreauxi,Columbiformes,Columbidae,LC
barra_grande1,Torcaza,Zenaida auriculata,Columbiformes,Columbidae,LC
barra_grande1,Pirincho,Guira guira,Cuculiformes,Cuculidae,LC
barra_grande1,Picaflor Verde,Chlorostilbon lucidus,Caprimulgiformes,Trochilidae,LC
barra_grande1,Picaflor Bronceado,Hylocharis chrysura,Caprimulgiformes,Trochilidae,LC
barra_grande1,Carao,Aramus guarauna,Gruiformes,Aramidae,LC
barra_grande1,Tero Real,Himantopus mexicanus,NA,NA,NA
barra_grande1,Tero,Vanellus chilensis,Charadriiformes,Charadriidae,LC
barra_grande1,Becasina Común,Gallinago paraguaiae,Charadriiformes,Scolopacidae,LC
barra_grande1,Playero Menor Patas Amarillas,Tringa flavipes,Charadriiformes,Scolopacidae,VU
barra_grande1,Playero Mayor Patas Amarillas,Tringa melanoleuca,Charadriiformes,Scolopacidae,NT
barra_grande1,Playerito Pecho Gris,Calidris melanotos,Charadriiformes,Scolopacidae,LC
barra_grande1,Gaviotín Real,Thalasseus maximus,Charadriiformes,Laridae,LC
barra_grande1,Cigüeña Común,Ciconia maguari,Ciconiiformes,Ciconiidae,LC
barra_grande1,Biguá,Nannopterum brasilianum,Suliformes,Phalacrocoracidae,LC
barra_grande1,Cuervillo de Cañada,Plegadis chihi,Pelecaniformes,Threskiornithidae,LC
barra_grande1,Cuervillo Cara Pelada,Phimosus infuscatus,Pelecaniformes,Threskiornithidae,LC
barra_grande1,Espátula Rosada,Platalea ajaja,Pelecaniformes,Threskiornithidae,LC
barra_grande1,Garza Bruja,Nycticorax nycticorax,Pelecaniformes,Ardeidae,LC
barra_grande1,Garza Amarilla,Syrigma sibilatrix,Pelecaniformes,Ardeidae,LC
barra_grande1,Garza Blanca Chica,Egretta thula,Pelecaniformes,Ardeidae,LC
barra_grande1,Garcita Azulada,Butorides striata,Pelecaniformes,Ardeidae,LC
barra_grande1,Garza Blanca Grande,Ardea alba,Pelecaniformes,Ardeidae,LC
barra_grande1,Garza Mora,Ardea cocoi,Pelecaniformes,Ardeidae,LC
barra_grande1,Cuervo Cabeza Negra,Coragyps atratus,Cathartiformes,Cathartidae,LC
barra_grande1,Cuervo Cabeza Roja,Cathartes aura,Cathartiformes,Cathartidae,LC
barra_grande1,Gavilán Ceniciento,Circus cinereus,Accipitriformes,Accipitridae,LC
barra_grande1,Caracolero,Rostrhamus sociabilis,Accipitriformes,Accipitridae,LC
barra_grande1,Águila Colorada,Buteogallus meridionalis,Accipitriformes,Accipitridae,LC
barra_grande1,Gavilán Común,Rupornis magnirostris,Accipitriformes,Accipitridae,LC
barra_grande1,Martín Pescador Mediano,Chloroceryle amazona,Coraciiformes,Alcedinidae,LC
barra_grande1,Martín Pescador Chico,Chloroceryle americana,Coraciiformes,Alcedinidae,LC
barra_grande1,Carpinterito Enano,Picumnus nebulosus,Piciformes,Picidae,NT
barra_grande1,Carpintero Nuca Roja,Colaptes melanochloros,Piciformes,Picidae,LC
barra_grande1,Carpintero de Campo,Colaptes campestris,Piciformes,Picidae,LC
barra_grande1,Carancho,Caracara plancus,Falconiformes,Falconidae,LC
barra_grande1,Chimango,Daptrius chimango,NA,NA,NA
barra_grande1,Cotorra,Myiopsitta monachus,Psittaciformes,Psittacidae,LC
barra_grande1,Hornero,Furnarius rufus,Passeriformes,Furnariidae,LC
barra_grande1,Junquero,Phleocryptes melanops,Passeriformes,Furnariidae,LC
barra_grande1,Titirí,Syndactyla rufosuperciliata,Passeriformes,Furnariidae,LC
barra_grande1,Tiotío Común,Phacellodomus striaticollis,Passeriformes,Furnariidae,LC
barra_grande1,Trepadorcito,Cranioleuca pyrrhophia,Passeriformes,Furnariidae,LC
barra_grande1,Pijuí Común,Synallaxis spixi,Passeriformes,Furnariidae,LC
barra_grande1,Anambé Negro,Pachyramphus polychopterus,Passeriformes,Tityridae,LC
barra_grande1,Piojito Silbón,Camptostoma obsoletum,Passeriformes,Tyrannidae,LC
barra_grande1,Fiofío Pico Corto,Elaenia parvirostris,Passeriformes,Tyrannidae,LC
barra_grande1,Tiquitiqui Oscuro,Serpophaga nigricans,Passeriformes,Tyrannidae,LC
barra_grande1,Tiquitiqui Común,Serpophaga subcristata,Passeriformes,Tyrannidae,LC
barra_grande1,Mosqueta de Monte,Lathrotriccus euleri,Passeriformes,Tyrannidae,LC
barra_grande1,Churrinche,Pyrocephalus rubinus,Passeriformes,Tyrannidae,LC
barra_grande1,Pico de Plata,Hymenops perspicillatus,Passeriformes,Tyrannidae,LC
barra_grande1,Viudita Blanca Común,Xolmis irupero,Passeriformes,Tyrannidae,LC
barra_grande1,Viudita Blanca Grande,Heteroxolmis dominicana,NA,NA,NA
barra_grande1,Picabuey,Machetornis rixosa,Passeriformes,Tyrannidae,LC
barra_grande1,Benteveo,Pitangus sulphuratus,Passeriformes,Tyrannidae,LC
barra_grande1,Benteveo Rayado,Myiodynastes maculatus,Passeriformes,Tyrannidae,LC
barra_grande1,Benteveo Real,Tyrannus melancholicus,Passeriformes,Tyrannidae,LC
barra_grande1,Tijereta,Tyrannus savana,Passeriformes,Tyrannidae,LC
barra_grande1,Juan Chiviro,Cyclarhis gujanensis,Passeriformes,Vireonidae,LC
barra_grande1,Chiví,Vireo chivi,Passeriformes,Vireonidae,LC
barra_grande1,Golondrina Ceja Blanca,Tachycineta leucorrhoa,Passeriformes,Hirundinidae,LC
barra_grande1,Golondrina Parda Grande,Progne tapera,Passeriformes,Hirundinidae,LC
barra_grande1,Golondrina Cuello Canela,Stelgidopteryx ruficollis,Passeriformes,Hirundinidae,LC
barra_grande1,Golondrina Azul Chica,Pygochelidon cyanoleuca,Passeriformes,Hirundinidae,LC
barra_grande1,Golondrina Tijereta,Hirundo rustica,Passeriformes,Hirundinidae,LC
barra_grande1,Ratonera,Troglodytes musculus,NA,NA,NA
barra_grande1,Calandria,Mimus saturninus,Passeriformes,Mimidae,LC
barra_grande1,Zorzal,Turdus rufiventris,Passeriformes,Turdidae,LC
barra_grande1,Sabiá,Turdus amaurochalinus,Passeriformes,Turdidae,LC
barra_grande1,Cachirla Chica,Anthus chii,Passeriformes,Motacillidae,LC
barra_grande1,Cabecitanegra,Spinus magellanicus,Passeriformes,Fringillidae,LC
barra_grande1,Chingolo,Zonotrichia capensis,Passeriformes,Passerellidae,LC
barra_grande1,Tordo Común,Molothrus bonariensis,Passeriformes,Icteridae,LC
barra_grande1,Músico,Agelaioides badius,Passeriformes,Icteridae,LC
barra_grande1,Alférez,Agelasticus thilius,Passeriformes,Icteridae,LC
barra_grande1,Pecho Amarillo,Pseudoleistes virescens,Passeriformes,Icteridae,LC
barra_grande1,Arañero Cara Negra,Geothlypis velata,NA,NA,NA
barra_grande1,Pitiayumí,Setophaga pitiayumi,Passeriformes,Parulidae,LC
barra_grande1,Arañero Chico,Basileuterus culicivorus,Passeriformes,Parulidae,LC
barra_grande1,Arañero Oliváceo,Myiothlypis leucoblephara,Passeriformes,Parulidae,LC
barra_grande1,Cardenal Copete Rojo,Paroaria coronata,Passeriformes,Thraupidae,LC
barra_grande1,Monterita Rabadilla Roja,Microspingus cabanisi,Passeriformes,Thraupidae,LC
barra_grande1,Cardenal Azul,Stephanophorus diadematus,Passeriformes,Thraupidae,LC
barra_grande1,Naranjero,Rauenia bonariensis,NA,NA,NA
barra_grande1,Dorado,Sicalis flaveola,Passeriformes,Thraupidae,LC
barra_grande1,Misto,Sicalis luteola,Passeriformes,Thraupidae,LC
barra_grande1,Verdón,Embernagra platensis,Passeriformes,Thraupidae,LC
barra_grande1,Gargantillo,Sporophila caerulescens,Passeriformes,Thraupidae,LC
barra_grande1,Rey del Bosque Verdoso,Saltator similis,Passeriformes,Thraupidae,LC
mario_servetto1,Perdiz,Nothura maculosa,Struthioniformes,Tinamidae,LC
mario_servetto1,Chajá,Chauna torquata,Anseriformes,Anhimidae,LC
mario_servetto1,Pato Cara Blanca,Dendrocygna viduata,Anseriformes,Anatidae,LC
mario_servetto1,Pato Brasilero,Amazonetta brasiliensis,Anseriformes,Anatidae,LC
mario_servetto1,Pato Capuchino,Spatula versicolor,Anseriformes,Anatidae,LC
mario_servetto1,Pato Barcino,Anas flavirostris,Anseriformes,Anatidae,LC
mario_servetto1,Paloma de Monte,Patagioenas picazuro,Columbiformes,Columbidae,LC
mario_servetto1,Torcaza,Zenaida auriculata,Columbiformes,Columbidae,LC
mario_servetto1,Pirincho,Guira guira,Cuculiformes,Cuculidae,LC
mario_servetto1,Carao,Aramus guarauna,Gruiformes,Aramidae,LC
mario_servetto1,Chorlo Dorado,Pluvialis dominica,Charadriiformes,Charadriidae,LC
mario_servetto1,Tero,Vanellus chilensis,Charadriiformes,Charadriidae,LC
mario_servetto1,Jacana,Jacana jacana,Charadriiformes,Jacanidae,LC
mario_servetto1,Playero Menor Patas Amarillas,Tringa flavipes,Charadriiformes,Scolopacidae,VU
mario_servetto1,Playero Mayor Patas Amarillas,Tringa melanoleuca,Charadriiformes,Scolopacidae,NT
mario_servetto1,Playerito Canela,Calidris subruficollis,Charadriiformes,Scolopacidae,VU
mario_servetto1,Playerito Pecho Gris,Calidris melanotos,Charadriiformes,Scolopacidae,LC
mario_servetto1,Gaviota Capucho Café,Chroicocephalus maculipennis,NA,NA,NA
mario_servetto1,Cigüeña Común,Ciconia maguari,Ciconiiformes,Ciconiidae,LC
mario_servetto1,Cigüeña Cabeza Pelada,Mycteria americana,Ciconiiformes,Ciconiidae,LC
mario_servetto1,Biguá,Nannopterum brasilianum,Suliformes,Phalacrocoracidae,LC
mario_servetto1,Cuervillo de Cañada,Plegadis chihi,Pelecaniformes,Threskiornithidae,LC
mario_servetto1,Cuervillo Cara Pelada,Phimosus infuscatus,Pelecaniformes,Threskiornithidae,LC
mario_servetto1,Bandurria Mora,Theristicus caerulescens,Pelecaniformes,Threskiornithidae,LC
mario_servetto1,Espátula Rosada,Platalea ajaja,Pelecaniformes,Threskiornithidae,LC
mario_servetto1,Garza Bruja,Nycticorax nycticorax,Pelecaniformes,Ardeidae,LC
mario_servetto1,Garza Blanca Chica,Egretta thula,Pelecaniformes,Ardeidae,LC
mario_servetto1,Garza Blanca Grande,Ardea alba,Pelecaniformes,Ardeidae,LC
mario_servetto1,Garza Mora,Ardea cocoi,Pelecaniformes,Ardeidae,LC
mario_servetto1,Carpintero Nuca Roja,Colaptes melanochloros,Piciformes,Picidae,LC
mario_servetto1,Carpintero de Campo,Colaptes campestris,Piciformes,Picidae,LC
mario_servetto1,Carancho,Caracara plancus,Falconiformes,Falconidae,LC
mario_servetto1,Chimango,Daptrius chimango,NA,NA,NA
mario_servetto1,Halconcito,Falco sparverius,Falconiformes,Falconidae,LC
mario_servetto1,Cotorra,Myiopsitta monachus,Psittaciformes,Psittacidae,LC
mario_servetto1,Hornero,Furnarius rufus,Passeriformes,Furnariidae,LC
mario_servetto1,Tiquitiqui Oscuro,Serpophaga nigricans,Passeriformes,Tyrannidae,LC
mario_servetto1,Churrinche,Pyrocephalus rubinus,Passeriformes,Tyrannidae,LC
mario_servetto1,Pico de Plata,Hymenops perspicillatus,Passeriformes,Tyrannidae,LC
mario_servetto1,Viudita Blanca Común,Xolmis irupero,Passeriformes,Tyrannidae,LC
mario_servetto1,Benteveo,Pitangus sulphuratus,Passeriformes,Tyrannidae,LC
mario_servetto1,Benteveo Real,Tyrannus melancholicus,Passeriformes,Tyrannidae,LC
mario_servetto1,Tijereta,Tyrannus savana,Passeriformes,Tyrannidae,LC
mario_servetto1,Golondrina Ceja Blanca,Tachycineta leucorrhoa,Passeriformes,Hirundinidae,LC
mario_servetto1,Golondrina Azul Grande,Progne chalybea,Passeriformes,Hirundinidae,LC
mario_servetto1,Golondrina Parda Grande,Progne tapera,Passeriformes,Hirundinidae,LC
mario_servetto1,Golondrina Azul Chica,Pygochelidon cyanoleuca,Passeriformes,Hirundinidae,LC
mario_servetto1,Golondrina Tijereta,Hirundo rustica,Passeriformes,Hirundinidae,LC
mario_servetto1,Ratonera,Troglodytes musculus,NA,NA,NA
mario_servetto1,Cachirla Chica,Anthus chii,Passeriformes,Motacillidae,LC
mario_servetto1,Cachirla Común,Anthus furcatus,Passeriformes,Motacillidae,LC
mario_servetto1,Cachirla Uña Larga,Anthus correndera,Passeriformes,Motacillidae,LC
mario_servetto1,Cabecitanegra,Spinus magellanicus,Passeriformes,Fringillidae,LC
mario_servetto1,Chingolo,Zonotrichia capensis,Passeriformes,Passerellidae,LC
mario_servetto1,Tordo Común,Molothrus bonariensis,Passeriformes,Icteridae,LC
mario_servetto1,Músico,Agelaioides badius,Passeriformes,Icteridae,LC
mario_servetto1,Garibaldino,Chrysomus ruficapillus,Passeriformes,Icteridae,LC
mario_servetto1,Pecho Amarillo,Pseudoleistes virescens,Passeriformes,Icteridae,LC
mario_servetto1,Cardenal Copete Rojo,Paroaria coronata,Passeriformes,Thraupidae,LC
mario_servetto1,Dorado,Sicalis flaveola,Passeriformes,Thraupidae,LC
mario_servetto1,Misto,Sicalis luteola,Passeriformes,Thraupidae,LC
mario_servetto2,Ñandú,Rhea americana,Struthioniformes,Rheidae,NT
mario_servetto2,Chajá,Chauna torquata,Anseriformes,Anhimidae,LC
mario_servetto2,Pato Cara Blanca,Dendrocygna viduata,Anseriformes,Anatidae,LC
mario_servetto2,Pato Brasilero,Amazonetta brasiliensis,Anseriformes,Anatidae,LC
mario_servetto2,Paloma de Monte,Patagioenas picazuro,Columbiformes,Columbidae,LC
mario_servetto2,Paloma Ala Manchada,Patagioenas maculosa,Columbiformes,Columbidae,LC
mario_servetto2,Torcaza,Zenaida auriculata,Columbiformes,Columbidae,LC
mario_servetto2,Pirincho,Guira guira,Cuculiformes,Cuculidae,LC
mario_servetto2,Chorlo Dorado,Pluvialis dominica,Charadriiformes,Charadriidae,LC
mario_servetto2,Tero,Vanellus chilensis,Charadriiformes,Charadriidae,LC
mario_servetto2,Becasina Común,Gallinago paraguaiae,Charadriiformes,Scolopacidae,LC
mario_servetto2,Playerito Canela,Calidris subruficollis,Charadriiformes,Scolopacidae,VU
mario_servetto2,Playerito Pecho Gris,Calidris melanotos,Charadriiformes,Scolopacidae,LC
mario_servetto2,Cigüeña Común,Ciconia maguari,Ciconiiformes,Ciconiidae,LC
mario_servetto2,Biguá,Nannopterum brasilianum,Suliformes,Phalacrocoracidae,LC
mario_servetto2,Cuervillo de Cañada,Plegadis chihi,Pelecaniformes,Threskiornithidae,LC
mario_servetto2,Cuervillo Cara Pelada,Phimosus infuscatus,Pelecaniformes,Threskiornithidae,LC
mario_servetto2,Bandurria Mora,Theristicus caerulescens,Pelecaniformes,Threskiornithidae,LC
mario_servetto2,Espátula Rosada,Platalea ajaja,Pelecaniformes,Threskiornithidae,LC
mario_servetto2,Garza Blanca Chica,Egretta thula,Pelecaniformes,Ardeidae,LC
mario_servetto2,Garza Blanca Grande,Ardea alba,Pelecaniformes,Ardeidae,LC
mario_servetto2,Carpintero Nuca Roja,Colaptes melanochloros,Piciformes,Picidae,LC
mario_servetto2,Carpintero de Campo,Colaptes campestris,Piciformes,Picidae,LC
mario_servetto2,Carancho,Caracara plancus,Falconiformes,Falconidae,LC
mario_servetto2,Cotorra,Myiopsitta monachus,Psittaciformes,Psittacidae,LC
mario_servetto2,Hornero,Furnarius rufus,Passeriformes,Furnariidae,LC
mario_servetto2,Curutié Colorado,Certhiaxis cinnamomeus,Passeriformes,Furnariidae,LC
mario_servetto2,Fiofío Pico Corto,Elaenia parvirostris,Passeriformes,Tyrannidae,LC
mario_servetto2,Tiquitiqui Común,Serpophaga subcristata,Passeriformes,Tyrannidae,LC
mario_servetto2,Churrinche,Pyrocephalus rubinus,Passeriformes,Tyrannidae,LC
mario_servetto2,Pico de Plata,Hymenops perspicillatus,Passeriformes,Tyrannidae,LC
mario_servetto2,Viudita Blanca Común,Xolmis irupero,Passeriformes,Tyrannidae,LC
mario_servetto2,Benteveo,Pitangus sulphuratus,Passeriformes,Tyrannidae,LC
mario_servetto2,Benteveo Real,Tyrannus melancholicus,Passeriformes,Tyrannidae,LC
mario_servetto2,Tijereta,Tyrannus savana,Passeriformes,Tyrannidae,LC
mario_servetto2,Golondrina Azul Grande,Progne chalybea,Passeriformes,Hirundinidae,LC
mario_servetto2,Golondrina Parda Grande,Progne tapera,Passeriformes,Hirundinidae,LC
mario_servetto2,Golondrina Azul Chica,Pygochelidon cyanoleuca,Passeriformes,Hirundinidae,LC
mario_servetto2,Golondrina Tijereta,Hirundo rustica,Passeriformes,Hirundinidae,LC
mario_servetto2,Ratonera,Troglodytes musculus,NA,NA,NA
mario_servetto2,Cachirla Chica,Anthus chii,Passeriformes,Motacillidae,LC
mario_servetto2,Chingolo,Zonotrichia capensis,Passeriformes,Passerellidae,LC
mario_servetto2,Tordo Común,Molothrus bonariensis,Passeriformes,Icteridae,LC
mario_servetto2,Pecho Amarillo,Pseudoleistes virescens,Passeriformes,Icteridae,LC
mario_servetto2,Pitiayumí,Setophaga pitiayumi,Passeriformes,Parulidae,LC
mario_servetto2,Cardenal Copete Rojo,Paroaria coronata,Passeriformes,Thraupidae,LC
mario_servetto2,Dorado,Sicalis flaveola,Passeriformes,Thraupidae,LC
mario_servetto2,Misto,Sicalis luteola,Passeriformes,Thraupidae,LC
mario_servetto3,Chorlo Dorado,Pluvialis dominica,Charadriiformes,Charadriidae,LC
mario_servetto3,Tero,Vanellus chilensis,Charadriiformes,Charadriidae,LC
mario_servetto3,Playero Menor Patas Amarillas,Tringa flavipes,Charadriiformes,Scolopacidae,VU
mario_servetto3,Playerito Canela,Calidris subruficollis,Charadriiformes,Scolopacidae,VU
mario_servetto3,Cotorra,Myiopsitta monachus,Psittaciformes,Psittacidae,LC
mario_servetto3,Estornino Pinto,Sturnus vulgaris,Passeriformes,Sturnidae,LC
mario_servetto3,Tordo Común,Molothrus bonariensis,Passeriformes,Icteridae,LC
mario_servetto3,Dorado,Sicalis flaveola,Passeriformes,Thraupidae,LC
molina1,Chajá,Chauna torquata,Anseriformes,Anhimidae,LC
molina1,Becasina Común,Gallinago paraguaiae,Charadriiformes,Scolopacidae,LC
molina1,Cuervillo de Cañada,Plegadis chihi,Pelecaniformes,Threskiornithidae,LC
molina1,Cuervillo Cara Pelada,Phimosus infuscatus,Pelecaniformes,Threskiornithidae,LC
molina1,Garza Blanca Grande,Ardea alba,Pelecaniformes,Ardeidae,LC
molina1,Caracolero,Rostrhamus sociabilis,Accipitriformes,Accipitridae,LC
molina1,Tijereta,Tyrannus savana,Passeriformes,Tyrannidae,LC
molina1,Cachirla indeterminada,Anthus sp.,NA,NA,NA
molina1,Alférez,Agelasticus thilius,Passeriformes,Icteridae,LC
molina1,Cardenal Copete Rojo,Paroaria coronata,Passeriformes,Thraupidae,LC
molina2,Chajá,Chauna torquata,Anseriformes,Anhimidae,LC
molina2,Tero Real,Himantopus mexicanus,NA,NA,NA
molina2,Tero,Vanellus chilensis,Charadriiformes,Charadriidae,LC
molina2,Cigüeña Cabeza Pelada,Mycteria americana,Ciconiiformes,Ciconiidae,LC
molina2,Cuervillo Cara Pelada,Phimosus infuscatus,Pelecaniformes,Threskiornithidae,LC
molina2,Bandurria Mora,Theristicus caerulescens,Pelecaniformes,Threskiornithidae,LC
molina2,Espátula Rosada,Platalea ajaja,Pelecaniformes,Threskiornithidae,LC
molina2,Garza Mora,Ardea cocoi,Pelecaniformes,Ardeidae,LC
molina2,Pico de Plata,Hymenops perspicillatus,Passeriformes,Tyrannidae,LC
molina2,Benteveo,Pitangus sulphuratus,Passeriformes,Tyrannidae,LC
molina3,Chajá,Chauna torquata,Anseriformes,Anhimidae,LC
molina3,Pato Brasilero,Amazonetta brasiliensis,Anseriformes,Anatidae,LC
molina3,Chorlo Dorado,Pluvialis dominica,Charadriiformes,Charadriidae,LC
molina3,Tero,Vanellus chilensis,Charadriiformes,Charadriidae,LC
molina3,Playero Menor Patas Amarillas,Tringa flavipes,Charadriiformes,Scolopacidae,VU
molina3,Carancho,Caracara plancus,Falconiformes,Falconidae,LC
molina3,Hornero,Furnarius rufus,Passeriformes,Furnariidae,LC
molina3,Chingolo,Zonotrichia capensis,Passeriformes,Passerellidae,LC
molina3,Misto,Sicalis luteola,Passeriformes,Thraupidae,LC
molina4,Chajá,Chauna torquata,Anseriformes,Anhimidae,LC
molina4,Pato Brasilero,Amazonetta brasiliensis,Anseriformes,Anatidae,LC
molina4,Chorlo Dorado,Pluvialis dominica,Charadriiformes,Charadriidae,LC
molina4,Tero,Vanellus chilensis,Charadriiformes,Charadriidae,LC
molina4,Playero Menor Patas Amarillas,Tringa flavipes,Charadriiformes,Scolopacidae,VU
molina4,Carancho,Caracara plancus,Falconiformes,Falconidae,LC
molina4,Hornero,Furnarius rufus,Passeriformes,Furnariidae,LC
molina4,Chingolo,Zonotrichia capensis,Passeriformes,Passerellidae,LC
molina4,Misto,Sicalis luteola,Passeriformes,Thraupidae,LC
nicodella_noche,Dormilón Tijereta,Hydropsalis torquata,Caprimulgiformes,Caprimulgidae,LC
nicodella1,Pirincho,Guira guira,Cuculiformes,Cuculidae,LC
nicodella1,Tero,Vanellus chilensis,Charadriiformes,Charadriidae,LC
nicodella1,Cotorra,Myiopsitta monachus,Psittaciformes,Psittacidae,LC
nicodella1,Churrinche,Pyrocephalus rubinus,Passeriformes,Tyrannidae,LC
nicodella1,Picabuey,Machetornis rixosa,Passeriformes,Tyrannidae,LC
nicodella1,Benteveo,Pitangus sulphuratus,Passeriformes,Tyrannidae,LC
nicodella1,Tijereta,Tyrannus savana,Passeriformes,Tyrannidae,LC
